,character,line,movie,year,words,Adam McKay,Anna Boden,Art Marcum,Ashley Edward Miller,Chris McKenna,Christopher Ford,Christopher Markus,Christopher Yost,Craig Kyle,Don Payne,Drew Pearce,Edgar Wright,Eric Pearson,Erik Sommers,Geneva Robertson-Dworet,Hawk Ostby,James Gunn,Joe Cornish,Joe Robert Cole,John Francis Daley,Jon Watts,Jonathan Goldstein,Joss Whedon,Justin Theroux,Mark Fergus,Matt Holloway,Paul Rudd,Ryan Coogler,Ryan Fleck,Shane Black,Stephen McFeely,Zack Stentz
7482,NATASHA ROMANOFF,Everyone up here versus everyone down there? There's no math there.,Avengers: Age of Ultron,2015,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7483,STEVE ROGERS,I'm not leaving this rock with one civilian on it.,Avengers: Age of Ultron,2015,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7484,NATASHA ROMANOFF,I didn't say we should leave.  There's worse ways to go. Where else am I gonna get a view like this?,Avengers: Age of Ultron,2015,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7485,NICK FURY,"Glad you like the view, Romanoff. It's about to get better.   Nice, right? I pulled her out of mothballs with a couple of old friends. She's dusty, but she'll do.",Avengers: Age of Ultron,2015,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7486,STEVE ROGERS,"Fury, you son of a bitch.",Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7487,NICK FURY,Oooh! You kiss your mother with that mouth?,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7491,STEVE ROGERS,This is what SHIELD's supposed to be.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7493,STEVE ROGERS,Let's load 'em up.,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7495,NICK FURY,Show 'em what we got.,Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7497,JAMES RHODES,Yes! Now this is gonna be a good story.,Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7498,TONY STARK,Yep. If you live to tell it.,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7499,JAMES RHODES,You think I can't hold my own?,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7500,TONY STARK,"We get through this, I'll hold your own.",Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7501,JAMES RHODES,You had to make it weird.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7507,THOR,"I am Thor, son of Odin, and as long as there is life in my breast, I am...running out of things to say! Are you ready?",Avengers: Age of Ultron,2015,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7509,THOR,"Well, if there's too much weight, you lose power on the swing, so.",Avengers: Age of Ultron,2015,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7510,TONY STARK,I got it! Create a heat seal. I can...I can supercharge the spire from below.,Avengers: Age of Ultron,2015,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7512,TONY STARK,"Thor, I got a plan!",Avengers: Age of Ultron,2015,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7513,THOR,We're out of time. They're coming for the core.,Avengers: Age of Ultron,2015,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7514,TONY STARK,"Rhodey, get the rest of the people on board that carrier.",Avengers: Age of Ultron,2015,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7515,JAMES RHODES,On it.,Avengers: Age of Ultron,2015,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7516,TONY STARK,"Avengers, time to work for a living.",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7519,TONY STARK,"Romanoff? You and Banner better not be playing ""hide the zucchini.""",Avengers: Age of Ultron,2015,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7520,NATASHA ROMANOFF,"Relax, Shell-head. Not all of us can fly.  What's the drill?",Avengers: Age of Ultron,2015,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7521,TONY STARK,"This is the drill. If Ultron gets a hand on the core, we lose.",Avengers: Age of Ultron,2015,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7522,THOR,Is that the best you can do?,Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7523,STEVE ROGERS,You had to ask.,Avengers: Age of Ultron,2015,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7525,TONY STARK,"Well, like the old man said. Together.",Avengers: Age of Ultron,2015,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7527,THOR,They'll try to leave the city.,Avengers: Age of Ultron,2015,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7528,TONY STARK,"We can't let 'em, not even one. Rhodey!",Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7529,JAMES RHODES,"I'm on it.  Oh, no, I didn't say you could leave. War Machine, comin' at you, right ...  Okay, what?",Avengers: Age of Ultron,2015,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7530,STEVE ROGERS,"We gotta move out. Even I can tell the air is getting thin. You guys get to the boats, I'll sweep for stragglers, be right behind you.",Avengers: Age of Ultron,2015,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7540,TONY STARK,Re-route everything. We get one shot at this.,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7542,NATASHA ROMANOFF,You guys always eat in the kitchen anyway.,Avengers: Age of Ultron,2015,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
